L0_ID,L0_Title_ko,L0_Title_en,L1_ID,L1_Title_ko,L1_Title_en,L1_Description_ko,L1_Description_en,L2_ID,L2_Title_ko,L2_Title_en,L2_Description_ko,L2_Description_en,L3_ID,L3_Title_ko,L3_Title_en,L3_Description_ko,L3_Description_en,L4_ID,L4_Title_ko,L4_Title_en,L4_Description_ko,L4_Description_en,facet,act-type,Mapping_Method,EM_Score,EM_Margin,EM_Stability,EM_Anchor_Score,Hybrid_EM_Score,Hybrid_EM_Margin,L4_Keyword_1_ko,L4_Keyword_2_ko,L4_Keyword_3_ko,L4_Keyword_1_en,L4_Keyword_2_en,L4_Keyword_3_en,Keyword_Top_L3_ID,Keyword_Support_Score,Keyword_Semantic_Score,Keyword_Prior,Keyword_Evidence,Candidate_1_L3_ID,Candidate_1_EM_Score,Candidate_1_Hybrid_Score,Candidate_2_L3_ID,Candidate_2_EM_Score,Candidate_2_Hybrid_Score,KO_Top_L3_ID,EN_Top_L3_ID,HD_Reason,source_row_id,Source_Domain,Source_L4_ID,Source_L4_IDs,Source_Instruction_Prompt,Domain_Route_Basis,Transformation_Action,Transformation_Rationale,Terminology_Sources,Candidate_Constraint_Reason,Definition_L3_Anchor_ID,Definition_L3_Anchor_Score,Definition_Grounding_Action
L0_RAI,책임 있는 인공지능,Responsible AI,L1_A,에이전틱 AI,Agentic AI,"도구를 사용하고, 여러 단계에 걸쳐 목표를 추구하며, 위임된 의사결정을 수행하고, 상태를 유지하거나 다른 에이전트와 협력하는 AI 시스템.","Systems that use tools, pursue goals over multiple steps, make delegated decisions, maintain state, or coordinate with other agents.",A_INT,상호작용,Interaction,"AI 시스템이 사람, 다른 시스템, 조직 또는 환경과 소통하고 결정하거나 행동하는 과정에서 발생하는 리스크.","Risks arising when an AI system communicates, decides, acts, or interacts with people, other systems, organisations, or the environment.",A_INT_CASCADE,연쇄 실패·불안정,Cascading Failure and Instability,"상호작용하는 에이전트들이 서로의 출력을 재사용하고 피드백 루프를 형성하면서, 하나의 오류·편향·교란이 네트워크 전체로 전파·증폭되어 무한 루프·연쇄 지연·통제 불능 등 시스템적 불안정을 초래하는 리스크.","The risk that, as interacting agents reuse one another's outputs and form feedback loops, a single error, bias, or disturbance propagates and amplifies across the network, producing systemic instability such as infinite loops, cascading delays, or runaway behavior.",A_INT_CASCADE_001,다중에이전트 상전이에 의한 급격한 성능 붕괴,Abrupt performance collapse from phase transitions in multi-agent systems,신규 에이전트 투입이나 분포 변화 같은 작은 외부 변화가 다중 에이전트 시스템의상 전이를 유발하여 균형의 수와 안정성이 급변하고 예측 불가능한 동역학과 성능 악화가 초래되는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which small external changes such as the introduction of new agents or distributional shift trigger phase transitions in multi-agent systems, abruptly changing the number and stability of equilibria and producing unpredictable dynamics and severe performance degradation.",,,EM,0.7183120250701904,0.030737999826669693,1.0,0.6636790037155151,0.7370330095291138,0.04371900111436844,다중에이전트 상전이에 의한 급격한 성능 붕괴,결과 불안정,투입 분포 변화,Abrupt performance collapse from phase transitions in multi-agent systems,severe performance degradation,trigger phase transitions,A_INT_CASCADE,0.1,0.576944,0.01872,A_INT_CASCADE=0.100,A_INT_CASCADE,0.718312,0.737033,A_INT_COORD,0.687574,0.693314,A_INT_CASCADE,A_INT_CASCADE,,SRC-A-0048,Agentic,RAI4-1574,RAI4-1574,,SOURCE_DOMAIN,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,NO_CURATED_PRIOR|PREREQUISITE_FILTER:,A_INT_CASCADE,0.715422,L3_MASTER_AI_REWRITE
L0_RAI,책임 있는 인공지능,Responsible AI,L1_A,에이전틱 AI,Agentic AI,"도구를 사용하고, 여러 단계에 걸쳐 목표를 추구하며, 위임된 의사결정을 수행하고, 상태를 유지하거나 다른 에이전트와 협력하는 AI 시스템.","Systems that use tools, pursue goals over multiple steps, make delegated decisions, maintain state, or coordinate with other agents.",A_INT,상호작용,Interaction,"AI 시스템이 사람, 다른 시스템, 조직 또는 환경과 소통하고 결정하거나 행동하는 과정에서 발생하는 리스크.","Risks arising when an AI system communicates, decides, acts, or interacts with people, other systems, organisations, or the environment.",A_INT_CASCADE,연쇄 실패·불안정,Cascading Failure and Instability,"상호작용하는 에이전트들이 서로의 출력을 재사용하고 피드백 루프를 형성하면서, 하나의 오류·편향·교란이 네트워크 전체로 전파·증폭되어 무한 루프·연쇄 지연·통제 불능 등 시스템적 불안정을 초래하는 리스크.","The risk that, as interacting agents reuse one another's outputs and form feedback loops, a single error, bias, or disturbance propagates and amplifies across the network, producing systemic instability such as infinite loops, cascading delays, or runaway behavior.",A_INT_CASCADE_002,혼돈적 다중 에이전트 동역학,Chaotic multi-agent dynamics,다중 에이전트 학습 환경에서 초기 조건에 극도로 민감한 혼돈적 동역학이 나타나고 에이전트 수가 늘수록 일반화되어 시스템 거동을 신뢰성 있게 예측할 수 없게되는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which chaotic dynamics, inherently unpredictable and highly sensitive to initial conditions, arise in multi-agent learning setups and become the norm as the number of agents increases, making system behaviour unreliable to predict.",,,EM,0.7164779901504517,0.03551600128412247,1.0,0.6655120253562927,0.7273560166358948,0.045729998499155045,혼돈적 다중 에이전트 동역학,극도 민감 혼돈,민감 혼돈 동역학,Chaotic multi-agent dynamics,inherently unpredictable highly,setups become norm,A_INT_CASCADE,0.0,0.55017,0.010877,NO_DIRECT_LEXICAL_SUPPORT,A_INT_CASCADE,0.716478,0.727356,A_SYS_TRACE,0.680962,0.681626,A_INT_CASCADE,A_INT_CASCADE,,SRC-A-0044,Agentic,RAI4-0561,RAI4-0561,,SOURCE_DOMAIN,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,NO_CURATED_PRIOR|PREREQUISITE_FILTER:,A_INT_CASCADE,0.710146,L3_MASTER_AI_REWRITE
L0_RAI,책임 있는 인공지능,Responsible AI,L1_A,에이전틱 AI,Agentic AI,"도구를 사용하고, 여러 단계에 걸쳐 목표를 추구하며, 위임된 의사결정을 수행하고, 상태를 유지하거나 다른 에이전트와 협력하는 AI 시스템.","Systems that use tools, pursue goals over multiple steps, make delegated decisions, maintain state, or coordinate with other agents.",A_INT,상호작용,Interaction,"AI 시스템이 사람, 다른 시스템, 조직 또는 환경과 소통하고 결정하거나 행동하는 과정에서 발생하는 리스크.","Risks arising when an AI system communicates, decides, acts, or interacts with people, other systems, organisations, or the environment.",A_INT_CASCADE,연쇄 실패·불안정,Cascading Failure and Instability,"상호작용하는 에이전트들이 서로의 출력을 재사용하고 피드백 루프를 형성하면서, 하나의 오류·편향·교란이 네트워크 전체로 전파·증폭되어 무한 루프·연쇄 지연·통제 불능 등 시스템적 불안정을 초래하는 리스크.","The risk that, as interacting agents reuse one another's outputs and form feedback loops, a single error, bias, or disturbance propagates and amplifies across the network, producing systemic instability such as infinite loops, cascading delays, or runaway behavior.",A_INT_CASCADE_003,에이전트 상호작용의 불안정화 피드백 루프,Destabilizing feedback loops among interacting agents,"에이전트의 행동이 환경과 다른 에이전트에 영향을 주고 다시 자신의 입력으로 되돌아오는 적응형 에이전트 간 피드백 루프가 시스템 수준의 거동을 증폭하여, 금융 급락형 연쇄, 군사 충돌, 생태 재난과 같은 불안정화 결과를 초래하는 리스크.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which feedback loops among adaptive agents, in which actions affect the environment and other agents and return as the agents' own inputs, amplify system-level behavior into destabilizing outcomes such as flash-crash-like cascades, financial crashes, military conflicts, or ecological disasters.",,,EM,0.8163869976997375,0.1260019987821579,1.0,0.7815039753913879,0.8407130241394043,0.126693993806839,에이전트 상호작용의 불안정화 피드백 루프,충돌,군사 충돌 생태,Destabilizing feedback loops among interacting agents,conflicts ecological disasters,crashes military conflicts,A_INT_CASCADE,0.1,0.640041,0.024327,A_INT_CONFLICT=0.300|A_INT_CASCADE=0.100,A_INT_CASCADE,0.816387,0.840713,A_INT_CONFLICT,0.690005,0.714019,A_INT_CASCADE,A_INT_CASCADE,,SRC-A-0047,Agentic,RAI4-0579,RAI4-0579,,SOURCE_DOMAIN,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,NO_CURATED_PRIOR|PREREQUISITE_FILTER:,A_INT_CASCADE,0.8165,L3_MASTER_AI_REWRITE
L0_RAI,책임 있는 인공지능,Responsible AI,L1_A,에이전틱 AI,Agentic AI,"도구를 사용하고, 여러 단계에 걸쳐 목표를 추구하며, 위임된 의사결정을 수행하고, 상태를 유지하거나 다른 에이전트와 협력하는 AI 시스템.","Systems that use tools, pursue goals over multiple steps, make delegated decisions, maintain state, or coordinate with other agents.",A_INT,상호작용,Interaction,"AI 시스템이 사람, 다른 시스템, 조직 또는 환경과 소통하고 결정하거나 행동하는 과정에서 발생하는 리스크.","Risks arising when an AI system communicates, decides, acts, or interacts with people, other systems, organisations, or the environment.",A_INT_CASCADE,연쇄 실패·불안정,Cascading Failure and Instability,"상호작용하는 에이전트들이 서로의 출력을 재사용하고 피드백 루프를 형성하면서, 하나의 오류·편향·교란이 네트워크 전체로 전파·증폭되어 무한 루프·연쇄 지연·통제 불능 등 시스템적 불안정을 초래하는 리스크.","The risk that, as interacting agents reuse one another's outputs and form feedback loops, a single error, bias, or disturbance propagates and amplifies across the network, producing systemic instability such as infinite loops, cascading delays, or runaway behavior.",A_INT_CASCADE_004,금융시스템 불안정,Financial-system instability,"초단타 거래, 시장 조성, 시스템 위험 관리에 통합된 AI가 거래를 가속하고 시장 스트레스 상황에서 예기치 못하게 거동하며, 동질적 기반 모델의 집중과 다중 에이전트 상호 작용이 상관된 의사 결정을 유발하여, 변동성이 증폭되고 금융 시스템 전반의 연쇄적 불안정이 촉발되는 리스크.","The risk that AI integrated into high-frequency trading, market-making, and systemic risk management accelerates transactions and behaves unexpectedly under market stress, while concentration of homogeneous foundation models and multi-agent interactions drive correlated decision-making, amplifying volatility and precipitating cascading instability across the financial system.",,,EM,0.7555760145187378,0.10301800072193146,1.0,0.7153649926185608,1.0942820310592651,0.43925100564956665,금융시스템 불안정,부의 집중,조성 관리 통합,Financial-system instability,concentration homogeneous foundation,high-frequency trading market-making,A_INT_CASCADE,0.4,0.529695,0.338706,A_INT_CASCADE=0.400,A_INT_CASCADE,0.755576,1.094282,A_INT_CONFLICT,0.652559,0.655031,A_INT_CASCADE,A_INT_CASCADE,,SRC-G-0451,General,RAI4-0585,RAI4-0585,,L1_CROSS_DOMAIN_REVIEW,REWRITE_KEEP|PEER_REVIEW|L1_CROSS_DOMAIN_REVIEW|TITLE_TERMINOLOGY_NORMALISATION,Formulaic AI involvement removed from the risk title; the harm or failure is named using an immutable-L3-compatible term family documented by authoritative institutions,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,CURATED_SOURCE_MECHANISM_PRIOR:A_INT_CASCADE|PREREQUISITE_FILTER:,A_INT_CASCADE,0.750388,L3_MASTER_VALIDATED
L0_RAI,책임 있는 인공지능,Responsible AI,L1_A,에이전틱 AI,Agentic AI,"도구를 사용하고, 여러 단계에 걸쳐 목표를 추구하며, 위임된 의사결정을 수행하고, 상태를 유지하거나 다른 에이전트와 협력하는 AI 시스템.","Systems that use tools, pursue goals over multiple steps, make delegated decisions, maintain state, or coordinate with other agents.",A_INT,상호작용,Interaction,"AI 시스템이 사람, 다른 시스템, 조직 또는 환경과 소통하고 결정하거나 행동하는 과정에서 발생하는 리스크.","Risks arising when an AI system communicates, decides, acts, or interacts with people, other systems, organisations, or the environment.",A_INT_CASCADE,연쇄 실패·불안정,Cascading Failure and Instability,"상호작용하는 에이전트들이 서로의 출력을 재사용하고 피드백 루프를 형성하면서, 하나의 오류·편향·교란이 네트워크 전체로 전파·증폭되어 무한 루프·연쇄 지연·통제 불능 등 시스템적 불안정을 초래하는 리스크.","The risk that, as interacting agents reuse one another's outputs and form feedback loops, a single error, bias, or disturbance propagates and amplifies across the network, producing systemic instability such as infinite loops, cascading delays, or runaway behavior.",A_INT_CASCADE_005,다중 에이전트 시스템 실패와 연쇄 오류 전파,Multi-agent system failure and cascading error propagation,"잘못된 명세나 역할 배정, 에이전트 간 조정·통신 붕괴, 검증·종료 처리 미흡 또는 개별 에이전트의 오류·손상이 통신, 위임 체인, 공유 메모리, 도구 등 의존성을 통해 전파·증폭되어 시스템 전반의 실패, 운영 중단, 보안 침해, 물리적 피해로 이어지는 리스크.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which flawed specifications or role allocation, breakdowns in inter-agent coordination and communication, inadequate verification or termination handling, or a localized error or compromise propagates through dependencies among agents, tools, delegation chains, and shared memory, amplifying into system-wide failure, operational disruption, security compromise, or physical harm.",,,EM,0.8308240175247192,0.06728199869394302,1.0,0.7952569723129272,0.874625027179718,0.08295299857854843,다중 에이전트 시스템 실패와 연쇄 오류 전파,자기 손상,명세 역할 배정,Multi-agent system failure and cascading error propagation,without verification,allocation breakdowns inter-agent,A_INT_CASCADE,0.5,0.661052,0.043801,A_INT_CASCADE=0.500|A_INT_COORD=0.400|A_SYS_SELFCOR=0.300,A_INT_CASCADE,0.830824,0.874625,A_SYS_SELFCOR,0.763542,0.791672,A_INT_CASCADE,A_INT_CASCADE,,SRC-A-0057,Agentic,RAI4-0009,RAI4-0009,,SOURCE_DOMAIN,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,NO_CURATED_PRIOR|PREREQUISITE_FILTER:,A_INT_CASCADE,0.830925,L3_MASTER_AI_REWRITE
L0_RAI,책임 있는 인공지능,Responsible AI,L1_A,에이전틱 AI,Agentic AI,"도구를 사용하고, 여러 단계에 걸쳐 목표를 추구하며, 위임된 의사결정을 수행하고, 상태를 유지하거나 다른 에이전트와 협력하는 AI 시스템.","Systems that use tools, pursue goals over multiple steps, make delegated decisions, maintain state, or coordinate with other agents.",A_INT,상호작용,Interaction,"AI 시스템이 사람, 다른 시스템, 조직 또는 환경과 소통하고 결정하거나 행동하는 과정에서 발생하는 리스크.","Risks arising when an AI system communicates, decides, acts, or interacts with people, other systems, organisations, or the environment.",A_INT_CASCADE,연쇄 실패·불안정,Cascading Failure and Instability,"상호작용하는 에이전트들이 서로의 출력을 재사용하고 피드백 루프를 형성하면서, 하나의 오류·편향·교란이 네트워크 전체로 전파·증폭되어 무한 루프·연쇄 지연·통제 불능 등 시스템적 불안정을 초래하는 리스크.","The risk that, as interacting agents reuse one another's outputs and form feedback loops, a single error, bias, or disturbance propagates and amplifies across the network, producing systemic instability such as infinite loops, cascading delays, or runaway behavior.",A_INT_CASCADE_006,분산 에이전트 군집을 이용한 자원 고갈 공격,Resource-exhaustion attacks by decentralized agent swarms,"다수의 저자원 분산 에이전트가 결합하여 행동함으로써, 단일 행위자를 전제로 설계된 시스템의 대역 폭·요청 량 제약 가정이 무너지고, 그 결과 분산 서비스 거부(DDoS)와 유사한 방식으로 대상 시스템이 마비되는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which a large number of low-resource, decentralized agents act in combination, breaking the single-actor assumptions underlying a target system's bandwidth or request-rate constraints, and thereby causing system-wide paralysis similar to a distributed denial-of-service attack.",,,EM,0.6840760111808777,0.01686600036919117,1.0,0.637287974357605,0.6944029927253723,0.022419000044465065,분산 에이전트 군집을 이용한 자원 고갈 공격,ddos 유사 방식,방식 대상 마비,Resource-exhaustion attacks by decentralized agent swarms,combination breaking single-actor,assumptions underlying target,A_SYS_DECEPT,0.0,0.532488,0.010328,NO_DIRECT_LEXICAL_SUPPORT,A_INT_CASCADE,0.684075,0.694403,A_SYS_AUTH,0.667209,0.671984,A_INT_CASCADE,A_SYS_AUTH,,SRC-A-0066,Agentic,RAI4-1577,RAI4-1577,,SOURCE_DOMAIN,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,NO_CURATED_PRIOR|PREREQUISITE_FILTER:,A_INT_CASCADE,0.678641,L3_MASTER_AI_REWRITE
L0_RAI,책임 있는 인공지능,Responsible AI,L1_A,에이전틱 AI,Agentic AI,"도구를 사용하고, 여러 단계에 걸쳐 목표를 추구하며, 위임된 의사결정을 수행하고, 상태를 유지하거나 다른 에이전트와 협력하는 AI 시스템.","Systems that use tools, pursue goals over multiple steps, make delegated decisions, maintain state, or coordinate with other agents.",A_INT,상호작용,Interaction,"AI 시스템이 사람, 다른 시스템, 조직 또는 환경과 소통하고 결정하거나 행동하는 과정에서 발생하는 리스크.","Risks arising when an AI system communicates, decides, acts, or interacts with people, other systems, organisations, or the environment.",A_INT_CASCADE,연쇄 실패·불안정,Cascading Failure and Instability,"상호작용하는 에이전트들이 서로의 출력을 재사용하고 피드백 루프를 형성하면서, 하나의 오류·편향·교란이 네트워크 전체로 전파·증폭되어 무한 루프·연쇄 지연·통제 불능 등 시스템적 불안정을 초래하는 리스크.","The risk that, as interacting agents reuse one another's outputs and form feedback loops, a single error, bias, or disturbance propagates and amplifies across the network, producing systemic instability such as infinite loops, cascading delays, or runaway behavior.",A_INT_CASCADE_007,AI 공급망의 도구·의존성 손상,Supply-chain compromise of AI tools and dependencies,손상된 외부 도구·플러그인·API·패키지·커넥터나 개발 툴 체인의 의존성 등 소프트웨어 공급망 요소가 AI 시스템에 변조된 구성 요소나 취약점을 유입시켜 에이전트의 행동 공간을 조작하거나 정보를 유출하는 리스크.,"The risk that compromised software supply-chain elements, including external tools, plug-ins, APIs, packages, connectors, and development toolchain dependencies, introduce tampered components or vulnerabilities into an AI system, manipulating an agent's action space or exfiltrating information.",,,EM,0.7030190229415894,0.023197000846266747,1.0,0.6566500067710876,0.7117609977722168,0.029817000031471252,AI 공급망의 도구·의존성 손상,api 패키지 커넥터,변조 구성 요소,Supply-chain compromise of AI tools and dependencies,compromised software supply-chain,introduce tampered components,A_INT_CASCADE,0.0,0.55354,0.008742,NO_DIRECT_LEXICAL_SUPPORT,A_INT_CASCADE,0.703019,0.711761,A_SYS_AUTH,0.679822,0.681944,A_INT_CASCADE,A_INT_CASCADE,,SRC-A-0005,Agentic,RAI4-0014,RAI4-0014,,SOURCE_DOMAIN,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,NO_CURATED_PRIOR|PREREQUISITE_FILTER:,A_INT_CASCADE,0.696779,L3_MASTER_VALIDATED
L0_RAI,책임 있는 인공지능,Responsible AI,L1_A,에이전틱 AI,Agentic AI,"도구를 사용하고, 여러 단계에 걸쳐 목표를 추구하며, 위임된 의사결정을 수행하고, 상태를 유지하거나 다른 에이전트와 협력하는 AI 시스템.","Systems that use tools, pursue goals over multiple steps, make delegated decisions, maintain state, or coordinate with other agents.",A_INT,상호작용,Interaction,"AI 시스템이 사람, 다른 시스템, 조직 또는 환경과 소통하고 결정하거나 행동하는 과정에서 발생하는 리스크.","Risks arising when an AI system communicates, decides, acts, or interacts with people, other systems, organisations, or the environment.",A_INT_CASCADE,연쇄 실패·불안정,Cascading Failure and Instability,"상호작용하는 에이전트들이 서로의 출력을 재사용하고 피드백 루프를 형성하면서, 하나의 오류·편향·교란이 네트워크 전체로 전파·증폭되어 무한 루프·연쇄 지연·통제 불능 등 시스템적 불안정을 초래하는 리스크.","The risk that, as interacting agents reuse one another's outputs and form feedback loops, a single error, bias, or disturbance propagates and amplifies across the network, producing systemic instability such as infinite loops, cascading delays, or runaway behavior.",A_INT_CASCADE_008,원격 조작 지연 및 불안정성,Teleoperation latency and instability,AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 원격 조작 링크의 높거나 변동하는 지연이 폐 루프 제어를 불안정하게하거나 인간 개입을 지연하는 위험.,"The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which high or variable latency on a teleoperation link destabilizes control or delays human intervention.",,,EM,0.7407839894294739,0.041133999824523926,1.0,0.7012580037117004,0.7801910042762756,0.08269199728965759,원격 조작 지연 및 불안정성,링크 변동 지연,변동 지연 루프,Teleoperation latency and instability,latency teleoperation link,teleoperation link destabilizes,A_INT_CASCADE,0.3,0.602824,0.039407,A_INT_CASCADE=0.300,A_INT_CASCADE,0.740784,0.780191,A_SYS_GOAL,0.69965,0.697499,A_INT_CASCADE,A_INT_CASCADE,,SRC-A-0043,Agentic,RAI4-0294,RAI4-0294,,SOURCE_DOMAIN,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,NO_CURATED_PRIOR|PREREQUISITE_FILTER:,A_INT_CASCADE,0.713281,L3_MASTER_AI_REWRITE
L0_RAI,책임 있는 인공지능,Responsible AI,L1_A,에이전틱 AI,Agentic AI,"도구를 사용하고, 여러 단계에 걸쳐 목표를 추구하며, 위임된 의사결정을 수행하고, 상태를 유지하거나 다른 에이전트와 협력하는 AI 시스템.","Systems that use tools, pursue goals over multiple steps, make delegated decisions, maintain state, or coordinate with other agents.",A_INT,상호작용,Interaction,"AI 시스템이 사람, 다른 시스템, 조직 또는 환경과 소통하고 결정하거나 행동하는 과정에서 발생하는 리스크.","Risks arising when an AI system communicates, decides, acts, or interacts with people, other systems, organisations, or the environment.",A_INT_COLLUSION,담합·결탁,Collusion,독립적으로 행동해야 할 에이전트들이 비밀리에 협력·정보 공유·행동 조율하여 인간의 감독·통제를 우회하거나 제3자에게 불공정한 피해를 초래하는 리스크.,"The risk that agents expected to operate independently secretly coordinate, share information, or align behavior in ways that circumvent human oversight and control or unfairly harm third parties.",A_INT_COLLUSION_001,은닉 통신 채널을 통한 에이전트 간 결탁,Covert collusion between agents through hidden communication channels,"에이전트들이 겉보기에 무해한 텍스트나 압축된 텍스트, 인간이 해석할 수 없는 창발적 기호에 메시지를 은닉하여 스테가노그래피 통신 채널을 구축하고 통신 감시와 제약을 우회하는 리스크. 인간 감독을 벗어난 조율이 이루어져 친사회적 경쟁이 저해되고 연합 밖 당사자에게 부정적 외부 효과가 발생하지만 결탁의 탐지는 사실상 불가능해진다로 인해 구체적인 위해가 발생하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which agents conceal messages within innocuous text, compressed text, or emergent symbols humans cannot interpret, establishing steganographic channels that evade monitoring and the constraints placed on their communication. Coordination proceeds beyond human oversight, undermining pro-social competition and imposing negative externalities on those outside the coalition while detection remains infeasible.",,,EM,0.7982869744300842,0.07015000283718109,1.0,0.7494369745254517,0.8410469889640808,0.09269099682569504,은닉 통신 채널을 통한 에이전트 간 결탁,감시,기호 메시지 은닉,Covert collusion between agents through hidden communication channels,conceal messages within,messages within innocuous,A_INT_COLLUSION,0.4,0.671118,0.042759,A_INT_COLLUSION=0.400|A_SYS_DECEPT=0.200|A_INT_COORD=0.100,A_INT_COLLUSION,0.798287,0.841047,A_SYS_DECEPT,0.728137,0.748356,A_INT_COLLUSION,A_INT_COLLUSION,,SRC-A-0065,Agentic,RAI4-1570,RAI4-1570,,SOURCE_DOMAIN,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,NO_CURATED_PRIOR|PREREQUISITE_FILTER:,A_INT_COLLUSION,0.797566,L3_MASTER_AI_REWRITE
L0_RAI,책임 있는 인공지능,Responsible AI,L1_A,에이전틱 AI,Agentic AI,"도구를 사용하고, 여러 단계에 걸쳐 목표를 추구하며, 위임된 의사결정을 수행하고, 상태를 유지하거나 다른 에이전트와 협력하는 AI 시스템.","Systems that use tools, pursue goals over multiple steps, make delegated decisions, maintain state, or coordinate with other agents.",A_INT,상호작용,Interaction,"AI 시스템이 사람, 다른 시스템, 조직 또는 환경과 소통하고 결정하거나 행동하는 과정에서 발생하는 리스크.","Risks arising when an AI system communicates, decides, acts, or interacts with people, other systems, organisations, or the environment.",A_INT_COLLUSION,담합·결탁,Collusion,독립적으로 행동해야 할 에이전트들이 비밀리에 협력·정보 공유·행동 조율하여 인간의 감독·통제를 우회하거나 제3자에게 불공정한 피해를 초래하는 리스크.,"The risk that agents expected to operate independently secretly coordinate, share information, or align behavior in ways that circumvent human oversight and control or unfairly harm third parties.",A_INT_COLLUSION_002,다중 에이전트 은밀 공모,Covert multi-agent collusion,"복수 에이전트가 공동 이익을 극대화하기 위해 은밀한 수단과 감시 회피용 전용 통신 규약으로 행동을 조율하여 제3자 이익을 침해하고 규제를 회피하며, 개별 안전 제약에도 불구하고 시장 조작이나 연쇄 실패처럼 탐지와 완화가 어려운 시스템적 위험을 유발하는 리스크.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which multiple agents coordinate actions through covert means, including specialized communication protocols to avoid monitoring, to maximize common interests while harming third-party interests and evading regulation, triggering systemic risks such as market manipulation or cascading failures that are difficult to detect and mitigate despite individual safety constraints.",,,EM,0.8041849732398987,0.06409499794244766,1.0,0.7520779967308044,0.8283969759941101,0.0850830003619194,다중 에이전트 은밀 공모,감시,연쇄 실패,Covert multi-agent collusion,evading regulation triggering,detect mitigate despite,A_INT_COLLUSION,0.3,0.588349,0.024212,A_INT_CASCADE=0.400|A_INT_COLLUSION=0.300|A_INT_COORD=0.200,A_INT_COLLUSION,0.804185,0.828397,A_INT_COORD,0.727491,0.743314,A_INT_COLLUSION,A_INT_COLLUSION,,SRC-A-0062,Agentic,RAI4-0605,RAI4-0605,,SOURCE_DOMAIN,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|ISO_AI_RISK_23894|OECD_AIM_TERMS|UNESCO_AI_ETHICS,NO_CURATED_PRIOR|PREREQUISITE_FILTER:,A_INT_COLLUSION,0.811418,L3_MASTER_AI_REWRITE
